F_UserName,User_nIdx,F_Comment,Label,TextLen
鱼古墓,2378,如果可以你先把手柄扔了，当年手柄竞争发展没一个白净的,3.0,26
鱼古墓,2378,呜呜呜，我买不起ns了，呜呜呜。,3.0,16
鱼古墓,2378,会，下一个,3.0,5
鱼古墓,2378,就那油画渲染？丢人。,3.0,10
亚洲善待人类组织,686,[挖鼻]看云玩家们在喷我就觉得搞笑，多少人是没玩过塞尔达也没参加过原神的测试，看几份特意截的图和视频就义愤填膺的？等原神出来还不是真香，氪爆？特别是  你腾讯靠抄袭起家的公司也配批评别人抄袭？国内做手游的公司里米哈游不说最好，至少比    好的多。,3.0,124
吃草莓咩咩咩,965,为什么我们要抵制《原神》，中国游戏行业第一次死亡的原因是盗版，如果让《原神》这样的游戏挣到钱，中国游戏第二次死亡就会因为抄袭，会让矜矜业业做原创、开发的人心死，中国游戏何时有出头之日。,3.0,92
吃草莓咩咩咩,965,叫姐[羞涩微笑],3.0,8
吃草莓咩咩咩,965,谢谢，快30了，大肯定比你大点，没关系 可能我比较显年轻,3.0,28
吃草莓咩咩咩,965,我不认可也不鼓励，但是这个东西个人欣赏水平对吧[大笑]中国最好的游戏原神，祝你玩的开心,3.0,43
吃草莓咩咩咩,965,不不不，米哈游代表了中国游戏的顶尖水准，祝你玩的开心,3.0,26
吃草莓咩咩咩,965,因为外国玩家以为这种游戏会被自然淘汰吧，不了解抄袭在中国不仅不会被自然淘汰还能够拿出来炫耀。真正受伤的是国产游戏行业的原创人，外国玩家享受的原创环境不是我们能比的。,3.0,82
林启裕Jim,460,非常期待能在手机上能玩到这个游戏！人物模型，画面感，画风，特效渲染，在国内手机里都是巅峰级别的存在，个人非常期待公测能玩这个游戏。还有，一样米哈游越来越好，做出更多越来越棒的作品！[爱你],3.0,94
有加者喜,1134,噗噗这些一直在被人喷你不知道吗,3.0,15
有加者喜,1134,还真就有这么凶（。d5玩家曾经是人人喊打的你大概不知道吧…,3.0,29
天河星月,2762,而微博是个粪坑[笑而不语],3.0,13
小狗鯊魚,1429,二次元抱团取暖的地方罢了,3.0,12
小狗鯊魚,1429,俺也没杠啊    夸您厉害还不行啦[疑问],3.0,21
小狗鯊魚,1429,大师剑都没拔就通关了？   阁下果真大佬,3.0,20
竟然改名了,987,草哈哈哈哈哈哈哈笑死我了,3.0,12
Yahoohsu_EX,532,龙之谷好玩吗,3.0,6
祝你今天发大财,2099,法律只不过是做事的底线而已，贴着底线做游戏,3.0,21
寒汐影SaKura,2318,噶哈哈哈哈。鬼王给爷整活了,3.0,13
zacharyyyyyy,973,您.......,3.0,8
zacharyyyyyy,973,你们这武器合成，原木玩法，能不能不要抄the forest阿，欺负加拿大小厂？,3.0,39
miaopa1,2201,你怎么不先死个妈，原神和你有屁关系,3.0,17
喵星驻球办发言人,888,  都说这玩意抄袭林克？[思考],3.0,16
CCMISSUUU,389,为什么要抄袭,3.0,6
沛县这个老六,2786,？你自己抄抄,3.0,6
沛县这个老六,2786,抄怎么了，你能做出来？况且剧情做的很好,3.0,19
沛县这个老六,2786,删了吧[doge],3.0,9
沛县这个老六,2786,你能做出来是吗？,3.0,8
沛县这个老六,2786,你能做出来？,3.0,6
沛县这个老六,2786,好玩就行呗管那么多干啥,3.0,11
任豚的爹,2335,任豚是在ns玩王者荣耀玩傻了？,3.0,15
任豚的爹,2335,我劝你去ns打王者荣耀,3.0,11
任豚的爹,2335,腾讯是你爹可以把,3.0,8
任豚的爹,2335,眼睛沾了屎？,3.0,6
阿圆圆崽,2557,  眼熟不,3.0,5
我酱的西,625,  如果今天不发声，可能明天抄到自己头上了，这个世界需要更多的英雄,3.0,33
凉尽初夏h,2486,抄就能好玩？怎么不见tx，we之类等等能拿出崩坏三这样的游戏呢，更别说比崩坏三质量还高的原神呢,3.0,47
凉尽初夏h,2486,能玩到原神我刚到很荣幸,3.0,11
凉尽初夏h,2486,全靠同行衬托,3.0,6
廷廷且重开66,527,钩直饵咸，下一个,3.0,8
廷廷且重开66,527,爽哥牛批！,3.0,5
廷廷且重开66,527,恁这番话给我整笑了,3.0,9
廷廷且重开66,527,？？？？？？你有病,3.0,9
廷廷且重开66,527,一开始你说“可以做原创但是没有钱”结果你又说“有钱就可以做原创？”米卫兵牛批,3.0,38
廷廷且重开66,527,不知道是谁有病？,3.0,8
廷廷且重开66,527,？？？没看懂你脑回路....没钱就可以抄袭？,3.0,22
廷廷且重开66,527,问题是难道米哈游没钱做原创？,3.0,14
身无长物你懂的,2729,老哥你太惨了，送ma都没人要，让我笑会,3.0,19
身无长物你懂的,2729,都挺好的,3.0,4
身无长物你懂的,2729,我有塞尔达也有奥德赛还有尼尔现在我可以骂了吧。抄袭死妈,3.0,27
克鲁希斯,280,你的国家的手游大厂公司要是天天出10连ssr抽卡回合游戏 相信我 你也会很期待这个破游戏的 兄嘚[喵喵],3.0,52
纸杯020,2547,塞尔达，奥德赛，ns，ps3，ps4有资格喷吗？,3.0,24
YOLO在远方,2716,抱歉，你现在用的微博也是抄袭的，帮我和你妈道别,3.0,23
烛虚cron,2799,同考古，那你在原神超话干啥呢,3.0,14
Yisanamisuyao_,2621,附议,3.0,2
冰晶王子K,1813,这么羞愧怎么不已死明志！,3.0,12
沢--,2003,明白人,3.0,3
香芋西米露加椰奶,2350,这款作品让我为国家游戏行业感到羞愧。,3.0,18
水邪大人,100,马里奥赛车了解一下,3.0,9
恵飛須沢,2655,  打扰了,3.0,5
恵飛須沢,2655,半夜不睡觉搁这挖坟？,3.0,10
要拓宽生命的质量啊-,497,[二哈],3.0,4
要拓宽生命的质量啊-,497,害,3.0,1
禹馀道人65789,2758,有没有要派蒙抱枕的[微笑]销量版[挤眼],3.0,20
禹馀道人65789,2758,有没有要派蒙抱枕的，限量版[挤眼]展台获得的,3.0,22
想吃海底捞要八盘肉,1300,在吗？为什么不抽ns[太开心],3.0,15
xwmrct,1468,在？为什么不抽ns？[拜拜],3.0,14
夜雨琴川,637,  [喵喵],3.0,6
阿卡牟-akamoo,6,花钱买个vpn太难了真的[太开心],3.0,17
k奇酱,1277,他怕不是买不起,3.0,7
k奇酱,1277,什么年代了还有人认为pv是抄袭，都有人辟谣了。,3.0,23
k奇酱,1277,惊了，抄袭谁带大头不知道？还用米哈游来带头？,3.0,22
k奇酱,1277,国内玩家在乎这个的话，tx早就完了[可爱][可爱][可爱],3.0,29
k奇酱,1277,？？？？我要再去玩一遍尼尔,3.0,13
k奇酱,1277,当然照搬模型也是，借鉴没有法律责任，而抄袭有法律责任，如果这算抄袭的话，tx已经没了。[挖鼻],3.0,47
k奇酱,1277,你说对了，在法律角度角度直接用相同动作数据，就是抄袭。,3.0,27
k奇酱,1277,笑了，你仔细看看，是不是落下了你没玩过的其他40款游戏经典游戏？你玩的游戏太少只能知道抄了这三个，你不配评论[可爱][可爱][可爱],3.0,66
iTo_BASARA,915,对，他们做到了其他厂商想做又不敢做的事！热度炒起来嗷！任天堂法务部等你嗷！,3.0,37
iTo_BASARA,915,脑子不要可以捐了做猪饲料，没见识就算了，张口就来嗷！动作模组拿来直接用给老子洗！,3.0,40
是香音酱哦,2263,主机感觉离我太远了，电脑配了1w加，但是没有买主机，小城市的原因吧，ps之类的感觉停留在游戏厅花钱玩玩的那种感觉。,3.0,57
是香音酱哦,2263,俺也确实不知道开弓能有几个动作了，真路人，看了塞尔达pv，有个龙之谷20级的号，感觉这三个玩意儿都他妈一个样。特别是龙之谷那个小怪和这几个。,3.0,70
阳每天都想看海,1462,哈哈哈哈哈哈哈哈哈哈哈哈哈,3.0,13
来栖蓝,485,发的跟楼上一毛一样哈哈哈哈哈哈,3.0,15
爱逗比的猫,894,复制粘贴洗地狗 米哈全公司喪门惨死,3.0,17
远时ver,2474,在上面看到个一模一样的哈哈哈哈哈哈哈给个群号,3.0,22
大河境36187,2254,牛批呀,3.0,3
能猫七千,2237,你的5毛没了哦,3.0,7
地狱三俗犬,1332,？？？你们拿的台词是同一本？,3.0,14
蓬松咩咩吐司,1746,说的跟前面的水军一模一样吼，给个群号有钱一起赚啊[可怜],3.0,28
吾辈的猫薄荷,1264,那换一个说吧，原神官网的bgm去掉人声部分直接是拿了最终幻想的水晶序曲过来用。这个怎么说呢？,3.0,46
死鱼眼的扑腾,1121,节奏一带，就像香港废青一样，就成这种样了,3.0,20
死鱼眼的扑腾,1121,傻的被别人带节奏是吗？某讯，某易怎么没人喷？游戏代码照抄怎么没人喷？lol抄dota，cf抄cs怎么现在没人喷？他们也都是在前人的道路上开辟出新路，你怎么知道原神不是呢？,3.0,85
死鱼眼的扑腾,1121,腾讯看到骨子里了吧,3.0,9
死鱼眼的扑腾,1121,IGN都表示不知道你们为什么喷得这么厉害，他们都能理解，你们还选择喋喋不休,3.0,37
死鱼眼的扑腾,1121,等等好吗，就像给lol耐心,3.0,13
死鱼眼的扑腾,1121,腾讯直接抄游戏代码怎么不喷？这都能压下去，就欺负米哈游是个小厂吗？游戏都这么多，不都是在前辈的道路上再开辟出一条新路？IGN都表示不理解你们怎么这么会喷，,3.0,77
吴晶华1,711,对啊那哪能叫抄袭啊！真是的，那是模仿不是抄袭。[嘻嘻],3.0,27
董丶大橙,775,带路党明天买菜加倍嗷,3.0,10
Shiro379Alice,1176,难就能抄...???,3.0,10
Season丨Y,1812,那不是黑粉，是云玩家就是来敲键盘的，站在人多的一方碰的爽就完事了，ns是什么都不知道在这里喷。腾讯网易有几个游戏没抄？大家玩的少？玩过这些抄袭游戏来喷另外一个抄袭游戏？不知道哪来的优越感？,3.0,94
_绀_,1776,你太秀了！,3.0,5
其实是饭团哒,1841,真实[允悲],3.0,6
步尘烟今天吃好吃的了吗,500,  来品一下,3.0,6
黑猫儿___,661,  原尔达,3.0,5
Sevemile,287,那什么，这单机还是网游啊。。。 ,3.0,16
创pink,1970,技术好不代表资金行,3.0,9
不想做梦的阴影,970,  [并不简单]嫖一哈,3.0,11
fppp258,1901,这类的就不要说了，都不一个类型的，就是个收集游戏你都拿出来说,3.0,30
负电拍拍w,2226,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3.0,32
一位帅鸽,1816,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈日啊,3.0,22
RRRRRRRRRRRRR个锤子神,297,这好像是别人4、5年前的作品吧，这还不是落后？[跪了]山寨牛逼[doge],3.0,37
V我50送赛博垃圾,728,不加个狗头容易误伤友军啊[doge],3.0,18
V我50送赛博垃圾,728,哈哈哈哈哈哈哈哈,3.0,8
cctoo_88,860,遊戲性再高都不是米哈游的功勞吧??? 什麼極好,3.0,23
cctoo_88,860,我認為這樣大範圍的抄襲已經是不可原諒的……玩法和營運再好也不是重點，可能你還會期待有新玩法，可是我看見就想吐了,3.0,55
TINGEM会飞不会跑,771,如果真的只是抄到了一部分还成功了，国内游戏怕是真的没什么崛起的希望了——不过本来我就觉得没啥希望，不在乎这一下子,3.0,56
先自罚一顿火锅,1334,[费解]为什么抄袭别人的就是革新，不能自己做一款游戏自己革新么,3.0,31
先自罚一顿火锅,1334,超低配么。。。,3.0,7
开个小号挺二次元,2624,原神这个游戏应为崩坏三的出现被给予了厚望，然后pv让所有人绝望，腾讯带头骂人，正式版还没有出，你给他一点改正的时间怎么了，正式版出了，你去体验一把再骂不好么，你们这些人多少人玩过塞尔达传说？多少人没玩过在这里刷抄袭？（麻烦不要让我爬，谢谢）,3.0,120
秋木杨,2657,他们不但会乖乖给钱，还会洗地,3.0,14
六十九岁纯情男高,2348,米卫兵给劲 pv抄袭没事 内容不抄就行[偷笑],3.0,23
阳光下一清盏,1925,米卫兵:我们就喜欢，怎么了？[笑哈哈][笑哈哈][笑哈哈],3.0,29
阳光下一清盏,1925,六百小时的大大，你告诉我，这滑翔伞算不算抄?,3.0,22
西蘩_,716,别逗，不是傻子的看都不会看这个游戏一眼。 E3马上开始了多得是大作。[二哈],3.0,38
西蘩_,716,别哪这个一杆子敲死所有国产啊,3.0,14
奈礼_谏山创我日你先人,859,不是傻子的都不会玩手游,3.0,11
奈礼_谏山创我日你先人,859,他pv里应该是参考塞尔达的互动性 玩法再咋抄也抄不了塞尔达,3.0,29
7K_FreeStyle,425,非常真实,3.0,4
Primal_wildness,2241,真实,3.0,2
不浪客_孟晓,216,太真实了,3.0,4
小羊年羔,1909,？？？能让玩家为了这个游戏去购买游戏机是这个游戏本身的魅力根本不是抄袭的理由,3.0,38
MariaTheDumb,1130,围育救米？,3.0,5
kekelegume,1422,难道不是吗？这完全用心去做了好不好，和那些劣质手游完全不能混为一谈好不好？无脑喷有意义吗？动不动就扣帽子，国外玩家都在期待就你们版权意识强，当然也只是在这个游戏方面强而已，除此之外不见得[微笑],3.0,97
大毛球酱,600,哇！7万！好多喔[笑cry],3.0,14
大毛球酱,600,你怎么不说说就1万多的播放量呢……国外压根没什么人关注，搞笑死了翻墙个鬼，b站看来的吧，,3.0,44
大毛球酱,600,建议你去玩下塞尔达再来说说到底有没有抄袭，我们塞尔达玩家都清楚有没有抄，不单单是姿势，ok？,3.0,46
leon珺,79,的确，大部分排在前面的留言都是在讲自己的手机带不动的梗。。但同时点赞最多的过百的两个都是吐槽了和BOTW的相似  这只是针对官方频道，其他频道下根据频道受众不同，大部分人的反响也不同。像是MMO频道下赞赏美工和妹子的居多；而像是一般的游戏介绍频道下，吐槽类似塞尔达的更多；手游频道一半一半,3.0,144
深海鳕鱼格莱尼,1882,外国人能看见中国的内测直播吗？,3.0,15
深海鳕鱼格莱尼,1882,嗯?这年月谁没有个vpn啊。,3.0,14
深海鳕鱼格莱尼,1882,真正的癌症所在是不管抄袭只管玩的人！,3.0,18
想香香的日日夜夜,575,本来画风像就不算抄袭啊，但是你去看看塞尔达pv和这个pv好吧，一模一样,3.0,35
想香香的日日夜夜,575,pv跟塞尔达一模一样,3.0,10
笨蛋超神,1790,.咱们看看这些游戏动作.分镜.再来说话可以吗？,3.0,23
奈奈被吃了,2396,请问，您玩手游吗？,3.0,9
TherionTheThief,1160,最可怕的是不在乎...,3.0,11
-aoiyama-,1766,米哈游就是个臭弟弟，崩坏三就开始臭咯，可怜人赚可怜人的钱，可怜人自欺欺人,3.0,36
-aoiyama-,1766,？米卫兵来洗地了[太开心],3.0,13
-aoiyama-,1766,你初中毕业了吗？你看得懂个啥？[费解],3.0,19
-aoiyama-,1766,自信点，把“吧”去掉,3.0,10
00icarus,2000,为了赚钱无所不用其极啊米哈游臭弟弟[嘻嘻][嘻嘻],3.0,25
AmiK_Y,2445,同情吧？,3.0,4
Be39_Gph,115,讲道理主线剧本乱七八糟，甚至不如逆熵的视觉小说，，，最后还不得已大修一次剧本真的滑稽[吃瓜],3.0,46
Be39_Gph,115,tql，装瞎装懵装不懂，创新难创新就留给国外？tql，本来因为崩崩崩对米哈游失望现在甚至觉得米哈游搞笑，笑死。反正米哈游的武术动作有几个是原创？从白练绯红到黯蔷薇，只是不想做节约成本无脑【借鉴】而已。哪有什么诚意可言。,3.0,109
Be39_Gph,115,早不玩了，嗯，因为实在是忍不了了。。。我真的不行，你不能抄我喜欢的东西，我也承认双标了，但是还是不行，反正，忍不了，看一次骂一次，[允悲]没错就是黯蔷薇,3.0,76
Be39_Gph,115,[允悲]我是以前知道动作【借鉴】然后不在意最后搞到喜欢的东西上我就炸了，实在是双标打脸啪啪响哭都哭不出自作自受然后怒卸游戏的那种。吃书也实在是震惊到我干脆A了一了百了。,3.0,84
Be39_Gph,115,主要是一些东西明明可以规避的偏偏要照着搞也没办法，我真的是被米哈游这一波波的操作笑死了，那个精力条出来我都震惊了，，，你就搞搞八重村那种感觉也就算了偏偏pv剪辑和一些东西真是惊呆我。就像当年黯蔷薇那个，我反正是觉得像极了偏偏有人给我讲就只有那几个动作？？明明可以规避的东西偏照搬，，,3.0,141
不喷不禁快乐对线,1363,古墓和神海动作不是也挺像的吗,3.0,14
不喷不禁快乐对线,1363,因为用了塞尔达开放世界的场景交互思路，完全搬过来，估计只有电脑和ps4带得动,3.0,38
最后一个欧皇,847,PV很像是来钓鱼炒热度的,3.0,12
最后一个欧皇,847,抄袭起家的公司，谁也别笑话谁,3.0,14
魏酒酒酒,2611,哈哈哈哈,3.0,4
魏酒酒酒,2611,ch比较重要[二哈],3.0,10
愣天堂嫩天堂,2363,"游戏有没有抄没玩过就不得而知了,毕竟塞野炊这种级别的游戏不是谁都能做的出来的…但这个PV像的太过分了,玩过野炊的谁看不出来.整个PV大到结构到小到分镜和音乐,这还洗什么？真的有意思吗？这么大一游戏公司游戏的PV都是抄的,还能指望它能踏踏实实的做好游戏？",3.0,126
不叫Cory叫叁秒,406,我真服了，先不说抄袭在国内玩家的影响力之内如何，您让国外玩家如何看待我们国内的游戏大厂[good],3.0,49
不叫Cory叫叁秒,406,改主意了 我觉得外国人根本不屑于关注中国游戏 所以原神抄不抄都与他们无关[并不简单]…所以在国外不会有啥热度 over,3.0,59
不叫Cory叫叁秒,406,我错力[跪了]我靠影响力自动代入了,3.0,17
并非轰然落幕,1931,笑死了来扫墓[doge],3.0,12
FE教大V影,2246,原来米哈游是游戏大厂啊，是我孤陋寡闻了,3.0,19
光阴咖啡厅,885,作为旷野之息300+小时的玩家我只能说又有点期待又很难受。虽然普通模式+大师基本上全衣服4星+平均450呀哈哈。但是感觉已经没啥玩头了。毕竟是个单机。这波米哈游的游戏确实极其像野炊，让人有玩的欲望，但是很多东西也太过于像了吧。。。希望除去这些大规模CtrlCV的东西还有更多的是自己的思考和制作吧,3.0,148
光阴咖啡厅,885,帮这个老哥讲一下，我看了眼ins。。。平均每条有5评论，基本也就是when beta test on pc这种。。说期待倒也差不太多。。但是评论寥寥无几。。。脸书评论上千翻了翻确实各种looks incredible。。。油管上官方发的视频倒是有40-50%在说抄袭，但是基本上所有评论都是中文的评论，而且总评论数量不多的感觉,3.0,163
不犯中二就犯病,1417,停一下朋友，推特，油管，instagram上面原神的官方下面，非中文评论大多都是期待的（评论总数不是很多），倒是只有中文评论在讲抄袭。,3.0,67
Morty9999,1395,已经有人传到推特去了,3.0,10
如你安然,2144,啊这,3.0,2
如你安然,2144,不懂就问，微博不是抄的推特？用微博这种抄袭软件你良心不会痛吗？,3.0,31
陈长生的剑,2507,你放屁，ins评论非英文全是嘲讽的，真当国人看不懂英文？,3.0,28
晓言EX,2071,你好傻，浏览器随手翻译,3.0,11
PigMeatBun,1596,想给您办个vpn,3.0,8
导演猴和自精猴,2647,对比一下差距还是蛮大的,3.0,11
无聊的鱼94,1916,要真是能复制出一个塞尔达也是很牛批了,3.0,18
冬川azusa,2572,放心，塞尔达没这么好抄,3.0,11
挺之问原,1351,能抄出个旷野之息也很牛逼了,3.0,13
Linkxu,688,[doge]真能抄个塞尔达也牛逼了,3.0,17
风起鹤归--xj,2784,现在呢，还会这样说吗,3.0,10
风起鹤归--xj,2784,因为我玩的时候就是这样的啊[憧憬],3.0,17
瞌睡小K_,1046,哈哈哈真是癌症喔[打call],3.0,15
雨天日想,2779,现在看 还是癌症么？[doge],3.0,16
雨天日想,2779,现在再看看 真的是烂泥扶不上墙吗？,3.0,17
雨天日想,2779,再看看[doge],3.0,9
Sweet_VioleT,486,相比国产游戏，瞬间感觉国足前途一片光明[doge],3.0,25
九淼淼淼淼淼,1708,让我来康康这位米卫兵的妈有没有人杀[太开心],3.0,22
控北酱的绅士,867,的确，良心的国产游戏经常因为资金问题和销量问题豹毙，这种换皮出来骗钱把玩家当傻子的公司却能越活越大，毕竟创意不用想全靠拿省了多少成本啊。等到国产游戏彻底变为抄1次与抄几次的时候，再回头看看这些推手吧,3.0,99
嗯里漾,2138,说得好,3.0,3
kiuta-i,2642,哦，成功了吗？,3.0,7
陆仁贾的炮兵乙,1065,tx那种除了玩法全都换的游戏才叫换皮吧，用别人的创意赚自己的钱,3.0,31
陆仁贾的炮兵乙,1065,你还别说，原神的最主要受众其实就是我们米卫兵，而不是主玩ns或者tx游戏的人。作为米卫兵我们该挺的就会挺到底，你们以为这么带节奏就能弄倒米哈游，其实米哈游永远都有我们这一批粘性客户。原神不会半路夭折，因为有我们死忠的支持。不用给我们米哈游死忠套米卫兵的帽子，我们就这么戴着，挺好。,3.0,140
不加糖小波,1627,这仅仅是画风抄袭？游戏模式都快一样了,3.0,18
饭圈孤儿集体暴毙,2036,我不是任天堂粉，但是抄了就是抄了,3.0,16
天宇无轩,1553,是啊  这边游戏移植ns   那边借鉴技术呢 互帮互助   米哈游呢  抄就完事了,3.0,41
天宇无轩,1553,育碧和老任有猫腻啊   你以为刺客信条白白移植ns的?,3.0,27
早上吃什么好,1530,不如宁说说塞尔达传说都借鉴了什么，俺有点好奇，我寻思着会画画的应该知道什么叫艺术的不同表现方式吧[嘻嘻],3.0,52
早上吃什么好,1530,替我问候一下你咖喱人，没有啊？那打扰了[嘻嘻],3.0,23
秋舔舔舔舔舔田犬,929,人家一开始就说了灵感来源于塞尔达，你们原神啥时候承认来源于塞尔达尼尔鬼泣影度之刃我们就不喷,3.0,45
醉筠子-躺了,135,育碧那个就是画风像，背景故事玩法什么的都不一样，你再看看原神？你说你妈呢？,3.0,37
今天想吃椒盐蘑菇,2413,一样不一样你心里没数？,3.0,11
今天想吃椒盐蘑菇,2413,真想骂你，腔调恶心，吃多了厕所里的东西吗？没吃过饭？,3.0,26
FisherSilk,1934,别跟这些弱智较劲，他们知道自己是错的都不会承认[嘻嘻],3.0,27
吃了萤火虫会发光吗,667,说错了[嘻嘻]是米卫兵说的[嘻嘻]崩坏三能抄袭日本那个游戏是那个游戏的荣幸[嘻嘻]塞尔达也是一样[嘻嘻]米卫兵牛批！米哈游抄袭公司牛批！,3.0,68
吃了萤火虫会发光吗,667,那个要登陆ns的并且人家说了借鉴过塞尔达[嘻嘻]不像米哈说的是塞尔达抄袭的原神,3.0,39
吃了萤火虫会发光吗,667,的确，抄的还不如4399画质，这就是国内游戏厂商,3.0,24
吃了萤火虫会发光吗,667,好的老哥，那就看pv来说和塞尔达游戏方式就是一样的[嘻嘻]不讨论了哈,3.0,34
吃了萤火虫会发光吗,667,说的是啥啊，这原神不就是吗，玩过塞尔达的都能看出来，神兽，伞，还有燃烧草原产生上升气流等等.我觉得没啥好洗的，抄了就是抄了，只不过老任懒得理这种抄袭公司而已。,3.0,79
吃了萤火虫会发光吗,667,另外老哥不知道米哈这个公司？崩坏三也是抄的[嘻嘻]和原作对比动作招式完全一样[嘻嘻],3.0,42
吃了萤火虫会发光吗,667,那老哥既然玩了这么多游戏，还说国外游戏少的话，那我们就别讨论了吧没有意义[嘻嘻],3.0,40
吃了萤火虫会发光吗,667,ns上少了点，ps4上大部分游戏都有pc移植版，国外好的独立游戏很多,3.0,34
吃了萤火虫会发光吗,667,兄弟我真不和你说了，因为从你回我的来看你真没玩过几个游戏,3.0,28
吃了萤火虫会发光吗,667,fps.....？你先多玩点其他类型主机游戏吧，塞尔达和异度先玩了再说别的吧,3.0,38
吃了萤火虫会发光吗,667,那老哥你玩的游戏有点少吧,3.0,12
吃了萤火虫会发光吗,667,那我寻思国外咋这么多原创呢[疑问],3.0,17
吃了萤火虫会发光吗,667,我觉得这个pv真挺过分的，感觉和之前塞尔达的pv差不多了都[二哈],3.0,33
吃了萤火虫会发光吗,667,我也玩啊但是这个游戏，什么燃烧草原都要抄是不是过分了点啊，神兽也搞的像，动作也是，更不要说pv了,3.0,48
LFRitual,642,塞尔达抄袭原神都出来了，米哈游哪这么说的啊，无中生有给力哦,3.0,29
Walkhorseee,1634,卡通渲染画风是塞尔达独占的？这款国产手游被说抄袭是因为画风？,3.0,30
夜貊月,2126,[允悲][允悲]什么时候出结果,3.0,15
巨巨巨巨巨巨巨巨蟹蟹,387,风漂龙既视感，草原上一小块烧起来那热气很塞尔达，滑翔也很像塞尔达，有一段空中移动像是重力异想世界……,3.0,50
巨巨巨巨巨巨巨巨蟹蟹,387,玩过[失望][失望][失望],3.0,14
一大颗大桔子,444,空中重力也有点像那个像塞尔达里傲娇鸟冲上云霄那一段…,3.0,26
一大颗大桔子,444,那个蓝色的龙的翅膀总觉得很像风漂龙…,3.0,18
一大颗大桔子,444,"饱和度太高了, 刺眼",3.0,10
Venus长板,1609,还有一个toz[二哈],3.0,11
抗压王兜兜,1433,还有鬼泣,3.0,4
双生喵,745,还有情热传说系列[doge],3.0,14
Niflheim-Prime,1048,+10086，战斗部分龙之谷的既视感比荒野还强,3.0,23
别难为狗了_,1437,你们连个pv都不想自己做吗？,3.0,14
木凫连个洬,503,[太开心]我是穿越回来的人，音乐抄袭的建议和伦敦爱乐乐团对线,3.0,30
仁与梦,351,音乐塞尔达，摇篮曲,3.0,9
白玦,70,音乐真的棒！,3.0,6
江小伟W,2489,？,3.0,1
Aeakoy,2423,群号发一下，有钱一起赚钱呗[doge],3.0,19
垂死病中惊坐起感觉自己萌萌哒,1717,你们这些人太牛逼咧，去搞搞美国不行么，非得窝里斗。人家两个公司干，你们闲得蛋疼的起哄。卧槽，我真是无语[无语][无语][无语],3.0,63
配角_1900,2357,"“塞尔达120神庙全通,明天cj我就不去了 ，怕认错展台”[吃瓜][吃瓜][吃瓜]",3.0,41
徐小夏在夏倦,373,这攀爬动作我以为我玩错了游戏,3.0,14
徐小夏在夏倦,373,？？我和你很熟？,3.0,8
ThatsallGeek,583,搞错了吧，复制的一模一样才是技术高超的证明啊！,3.0,23
曾几何时的乡巴佬,28,原创还真的很难，而且容易暴死，唯有抄袭最安全。,3.0,23
雨蠢的雨,2060,憨憨们都说如有雷同纯属巧合，我还能说什么呢,3.0,21
荒野之息2什么时候出,1431,米卫兵说说为什么开头也要用被人叫醒然后俯瞰世界?你别告诉我这也是“没办法”嗷,3.0,38
荒野之息2什么时候出,1431,你眼瞎低能儿看不出抄袭我也没办法咯，毕竟你是脑瘫米卫兵嘛[太开心],3.0,33
没听说过的枪匠,1165,要不咱们不送PS4，送一个ns怎么样[狗脸],3.0,22
假面马男,2095,说实话，玩家越吵的凶，热度就越高，工作室就更高兴,3.0,24
Anskil,1349,建议米哈游直接起诉任天堂[文明遛狗],3.0,18
ulastering,2171,#塞尔达抄袭原神#,3.0,9
饱饱的希希的机智哥哥,338,这么久还有米卫兵前排护主真是牛逼,3.0,16
饱饱的希希的机智哥哥,338,行吧行吧，洗地的逻辑是真的厉害,3.0,15
饱饱的希希的机智哥哥,338,没钱可以想办法找投资，也可以不做这行，没钱就抄就跟没钱就去偷去抢是一个道理[吃瓜][吃瓜][吃瓜],3.0,49
饱饱的希希的机智哥哥,338,和个别动作无关，是从比如滑翔翼，料理，炸药，刷希卡之石的台子，甚至UI都高度同质化，这公司是真的，抄的毫不掩饰,3.0,55
饱饱的希希的机智哥哥,338,没钱就抄？这逻辑可以[作揖][作揖][作揖],3.0,22
饱饱的希希的机智哥哥,338,mh是固定位置攀爬，米哈游的问题不是某个动作一样，而是整体的效果。滑翔翼，料理，射箭的时候箭头的火花，炸药，甚至UI都一样就有点太过分了。让玩过塞尔达的人能一眼看出的高度同质化。,3.0,89
manami的吉他,1512,所以你觉得米哈游是属于钱少的还是属于没钱的 建议你了解一下米哈游这个公司再来装米卫兵,3.0,42
manami的吉他,1512,所以没钱也能做原创啊,3.0,10
manami的吉他,1512,所以您还是没正面回答我的问题呀 第一 米哈游到底缺不缺钱 第二 太吾绘卷缺钱 人家为什么原创 这两个问题不解答你的论点不成立鸭,3.0,63
manami的吉他,1512,不好意思你做不出原创的原因可能是因为你做不到而不是没钱 你跑不过刘翔是因为你能力不足而并非没腿 你想靠你总结的总结的经验说服别人 可是你的经验是失败的经验 有什么说服力呢,3.0,85
